,datetime,machineID,volt,rotate,pressure,vibration,model,age,anomaly,anomaly_final,date,time,volt_round,rotate_round,pressure_round,vibration_round,rotate_rate_change,rotate_rate_change_type,rotate_rate_change_abs,rotate_lag1,rotate_rate_change_lag1,rotate_rate_change_type_lag1,rotate_rate_change_abs_lag1,volt_rate_change,volt_rate_change_type,volt_rate_change_abs,volt_lag1,volt_rate_change_lag1,volt_rate_change_type_lag1,volt_rate_change_abs_lag1,pressure_rate_change,pressure_rate_change_type,pressure_rate_change_abs,pressure_lag1,pressure_rate_change_lag1,pressure_rate_change_type_lag1,pressure_rate_change_abs_lag1,vibration_rate_change,vibration_rate_change_type,vibration_rate_change_abs,vibration_lag1,vibration_rate_change_lag1,vibration_rate_change_type_lag1,vibration_rate_change_abs_lag1,machineID_lag1,model_lag1,age_lag1,description,description_absolute,description_lag1,description_absolute_lag1,failure_comp1,failure_comp2,failure_comp3,failure_comp4,maint_comp1,maint_comp2,maint_comp3,maint_comp4,error1,error2,error3,error4,error5,failure,maint,error,failure_ID
1404,2015-01-02 03:00:00,94,162.252558074964,428.591774025804,114.305865132027,49.5432532811828,model2,18,True,There are some anomalies,2015-01-02,03:00:00,162.252558,428.591774,114.305865,49.543253,0.025591738710435186,increase,2.5592,417.897061617042,-0.14768494893124168,decrease,14.7685,-0.08610995696401753,decrease,8.611,177.54056881499,0.025739692556443233,increase,2.574,0.0005744574963819886,increase,0.0574,114.240238970362,0.07577679605113853,increase,7.5777,0.113824930807792,increase,11.3825,44.4802876204719,-0.23063129215024394,decrease,23.0631,94.0,model2,18.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage decrease about 8.611 percent  and hourly average rotation increase about 2.5592 percent  and hourly average pressure increase about 0.0574 percent  and hourly average vibration increase about 11.3825 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage 162.252558 and hourly average rotation 428.591774 and hourly average pressure 114.305865 and hourly average vibration 49.543253 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage increase about 2.574 percent  and hourly average rotation decrease about 14.7685 percent  and hourly average pressure increase about 7.5777 percent  and hourly average vibration decrease about 23.0631 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage 177.540569 and hourly average rotation 417.897062 and hourly average pressure 114.240239 and hourly average vibration 44.480288 .",0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,1
1270,2015-01-02 03:00:00,87,196.411509154292,437.275229648435,84.726119031785,45.2926599530137,model2,12,True,There are some anomalies,2015-01-02,03:00:00,196.411509,437.27523,84.726119,45.29266,-0.1595965287242365,decrease,15.9597,520.315829948483,-0.10701372309268943,decrease,10.7014,0.10806421504595788,increase,10.8064,177.25643197145,0.023622446826497896,increase,2.3622,-0.08933289267174478,decrease,8.9333,93.0374209741222,0.030897639993877585,increase,3.0898,0.37178604974190893,increase,37.1786,33.0172915532529,-0.24493419238515368,decrease,24.4934,87.0,model2,12.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 87 and model ID model2 and 12 age , has hourly average voltage increase about 10.8064 percent  and hourly average rotation decrease about 15.9597 percent  and hourly average pressure decrease about 8.9333 percent  and hourly average vibration increase about 37.1786 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 87 and model ID model2 and 12 age , has hourly average voltage 196.411509 and hourly average rotation 437.27523 and hourly average pressure 84.726119 and hourly average vibration 45.29266 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 87 and model ID model2 and 12 age , has hourly average voltage increase about 2.3622 percent  and hourly average rotation decrease about 10.7014 percent  and hourly average pressure increase about 3.0898 percent  and hourly average vibration decrease about 24.4934 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 87 and model ID model2 and 12 age , has hourly average voltage 177.256432 and hourly average rotation 520.31583 and hourly average pressure 93.037421 and hourly average vibration 33.017292 .",1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1
1483,2015-01-02 03:00:00,99,173.235662779709,453.15282094994,129.723361962426,44.6245806962744,model1,14,True,There are some anomalies,2015-01-02,03:00:00,173.235663,453.152821,129.723362,44.624581,0.15397510989997265,increase,15.3975,392.688557198794,-0.09141600027355512,decrease,9.1416,-0.035728022107616324,decrease,3.5728,179.654357641245,-0.0005722059795656829,decrease,0.0572,0.09656172974506048,increase,9.6562,118.300099705819,0.06503420971112023,increase,6.5034,0.1903483250315477,increase,19.0348,37.4886743299208,-0.24562480573496961,decrease,24.5625,99.0,model1,14.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage decrease about 3.5728 percent  and hourly average rotation increase about 15.3975 percent  and hourly average pressure increase about 9.6562 percent  and hourly average vibration increase about 19.0348 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage 173.235663 and hourly average rotation 453.152821 and hourly average pressure 129.723362 and hourly average vibration 44.624581 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage decrease about 0.0572 percent  and hourly average rotation decrease about 9.1416 percent  and hourly average pressure increase about 6.5034 percent  and hourly average vibration decrease about 24.5625 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage 179.654358 and hourly average rotation 392.688557 and hourly average pressure 118.3001 and hourly average vibration 37.488674 .",0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,1
725,2015-01-02 03:00:00,51,195.899676419497,286.393505248094,79.2260213742198,44.5958229560376,model4,19,True,There are some anomalies,2015-01-02,03:00:00,195.899676,286.393505,79.226021,44.595823,-0.3143063739271833,decrease,31.4306,417.669778977471,-0.007389067886176823,decrease,0.7389,0.08411990473324096,increase,8.412,180.6992709609,0.04460178180525671,increase,4.4602,-0.20310539264343078,decrease,20.3105,99.4184433460098,0.02906303507315631,increase,2.9063,0.2421837565338591,increase,24.2184,35.9011480559656,-0.3194814981363417,decrease,31.9481,51.0,model4,19.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 51 and model ID model4 and 19 age , has hourly average voltage increase about 8.412 percent  and hourly average rotation decrease about 31.4306 percent  and hourly average pressure decrease about 20.3105 percent  and hourly average vibration increase about 24.2184 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 51 and model ID model4 and 19 age , has hourly average voltage 195.899676 and hourly average rotation 286.393505 and hourly average pressure 79.226021 and hourly average vibration 44.595823 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 51 and model ID model4 and 19 age , has hourly average voltage increase about 4.4602 percent  and hourly average rotation decrease about 0.7389 percent  and hourly average pressure increase about 2.9063 percent  and hourly average vibration decrease about 31.9481 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 51 and model ID model4 and 19 age , has hourly average voltage 180.699271 and hourly average rotation 417.669779 and hourly average pressure 99.418443 and hourly average vibration 35.901148 .",1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1
224,2015-01-02 03:00:00,17,158.098828106012,406.325390520277,97.0017647740545,59.9671740225826,model1,14,True,There are some anomalies,2015-01-02,03:00:00,158.098828,406.325391,97.001765,59.967174,0.38198501854622235,increase,38.1985,294.015770842227,-0.32496311293281943,decrease,32.4963,-0.03743159740897155,decrease,3.7432,164.246850073661,-0.13035863695797598,decrease,13.0359,0.20817289242958106,increase,20.8173,80.2879831039648,-0.31238871856382794,decrease,31.2389,0.02550170330572713,increase,2.5502,58.4759380011531,-0.035383601215438695,decrease,3.5384,17.0,model1,14.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage decrease about 3.7432 percent  and hourly average rotation increase about 38.1985 percent  and hourly average pressure increase about 20.8173 percent  and hourly average vibration increase about 2.5502 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage 158.098828 and hourly average rotation 406.325391 and hourly average pressure 97.001765 and hourly average vibration 59.967174 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage decrease about 13.0359 percent  and hourly average rotation decrease about 32.4963 percent  and hourly average pressure decrease about 31.2389 percent  and hourly average vibration decrease about 3.5384 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage 164.24685 and hourly average rotation 294.015771 and hourly average pressure 80.287983 and hourly average vibration 58.475938 .",0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,1
644,2015-01-02 03:00:00,45,200.855874381995,401.801361481801,100.217929989101,57.9971684394819,model3,14,True,There are some anomalies,2015-01-02,03:00:00,200.855874,401.801361,100.21793,57.997168,-0.17609898685852232,decrease,17.6099,487.681596542478,0.2511107958293435,increase,25.1111,-0.0008316947804505063,decrease,0.0832,201.023064215253,-0.0016616722015789325,decrease,0.1662,0.0932946643914215,increase,9.3295,91.6659828801844,0.06565655049235229,increase,6.5657,-0.21571341621166085,decrease,21.5713,73.9489488132491,0.24643400146839678,increase,24.6434,45.0,model3,14.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 45 and model ID model3 and 14 age , has hourly average voltage decrease about 0.0832 percent  and hourly average rotation decrease about 17.6099 percent  and hourly average pressure increase about 9.3295 percent  and hourly average vibration decrease about 21.5713 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 45 and model ID model3 and 14 age , has hourly average voltage 200.855874 and hourly average rotation 401.801361 and hourly average pressure 100.21793 and hourly average vibration 57.997168 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 45 and model ID model3 and 14 age , has hourly average voltage decrease about 0.1662 percent  and hourly average rotation increase about 25.1111 percent  and hourly average pressure increase about 6.5657 percent  and hourly average vibration increase about 24.6434 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 45 and model ID model3 and 14 age , has hourly average voltage 201.023064 and hourly average rotation 487.681597 and hourly average pressure 91.665983 and hourly average vibration 73.948949 .",1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1
204,2015-01-02 03:00:00,16,170.524080648549,405.302969621504,109.855730307032,37.7863652830834,model1,3,True,There are some anomalies,2015-01-02,03:00:00,170.524081,405.30297,109.85573,37.786365,-0.2000614814933737,decrease,20.0061,506.667650381617,0.124759223925321,increase,12.4759,-0.06981520739164622,decrease,6.9815,183.322799946426,-0.10418860928507384,decrease,10.4189,-0.1519206635055543,decrease,15.1921,129.534732871954,-0.0207418191630778,decrease,2.0742,0.03594599003730214,increase,3.5946,36.4752271319886,-0.13621031769117703,decrease,13.621,16.0,model1,3.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 16 and model ID model1 and 3 age , has hourly average voltage decrease about 6.9815 percent  and hourly average rotation decrease about 20.0061 percent  and hourly average pressure decrease about 15.1921 percent  and hourly average vibration increase about 3.5946 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 16 and model ID model1 and 3 age , has hourly average voltage 170.524081 and hourly average rotation 405.30297 and hourly average pressure 109.85573 and hourly average vibration 37.786365 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 16 and model ID model1 and 3 age , has hourly average voltage decrease about 10.4189 percent  and hourly average rotation increase about 12.4759 percent  and hourly average pressure decrease about 2.0742 percent  and hourly average vibration decrease about 13.621 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 16 and model ID model1 and 3 age , has hourly average voltage 183.3228 and hourly average rotation 506.66765 and hourly average pressure 129.534733 and hourly average vibration 36.475227 .",1,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,1
803,2015-01-02 03:00:00,56,209.881919660745,456.998210580068,121.198937504502,36.3403307352724,model1,10,True,There are some anomalies,2015-01-02,03:00:00,209.88192,456.998211,121.198938,36.340331,-0.06074954082994436,decrease,6.075,486.556281254185,0.009534601666103319,increase,0.9535,0.29830774176735775,increase,29.8308,161.658066811677,0.014009976282909398,increase,1.401,-0.20206331084774645,decrease,20.2063,151.890418315351,0.16078536154496587,increase,16.0785,-0.10235105584128547,decrease,10.2351,40.4839007183715,0.0555741950908004,increase,5.5574,56.0,model1,10.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 56 and model ID model1 and 10 age , has hourly average voltage increase about 29.8308 percent  and hourly average rotation decrease about 6.075 percent  and hourly average pressure decrease about 20.2063 percent  and hourly average vibration decrease about 10.2351 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 56 and model ID model1 and 10 age , has hourly average voltage 209.88192 and hourly average rotation 456.998211 and hourly average pressure 121.198938 and hourly average vibration 36.340331 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 56 and model ID model1 and 10 age , has hourly average voltage increase about 1.401 percent  and hourly average rotation increase about 0.9535 percent  and hourly average pressure increase about 16.0785 percent  and hourly average vibration increase about 5.5574 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 56 and model ID model1 and 10 age , has hourly average voltage 161.658067 and hourly average rotation 486.556281 and hourly average pressure 151.890418 and hourly average vibration 40.483901 .",0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,1
841,2015-01-02 03:00:00,59,169.206647854878,519.137970138064,86.8054971599869,42.0096872265611,model3,17,True,There are some anomalies,2015-01-02,03:00:00,169.206648,519.13797,86.805497,42.009687,-0.043957604435350836,decrease,4.3958,543.007268868506,0.1982199227176032,increase,19.822,-0.10311708234006794,decrease,10.3117,188.66079899967,0.02098289614701539,increase,2.0983,-0.15423111258085054,decrease,15.4231,102.635008749107,0.03626346605517531,increase,3.6263,0.04141655041592204,increase,4.1417,40.3389855959013,-0.09032196491904627,decrease,9.0322,59.0,model3,17.0,"At at the time 03:00:00 in 2015-01-02, the machine which has machine ID 59 and model ID model3 and 17 age , has hourly average voltage decrease about 10.3117 percent  and hourly average rotation decrease about 4.3958 percent  and hourly average pressure decrease about 15.4231 percent  and hourly average vibration increase about 4.1417 percent .","At the time 03:00:00 in 2015-01-02, the machine which has machine ID 59 and model ID model3 and 17 age , has hourly average voltage 169.206648 and hourly average rotation 519.13797 and hourly average pressure 86.805497 and hourly average vibration 42.009687 .","At at the time 02:00:00 in 2015-01-02, the machine which has machine ID 59 and model ID model3 and 17 age , has hourly average voltage increase about 2.0983 percent  and hourly average rotation increase about 19.822 percent  and hourly average pressure increase about 3.6263 percent  and hourly average vibration decrease about 9.0322 percent .","At the time 02:00:00 in 2015-01-02, the machine which has machine ID 59 and model ID model3 and 17 age , has hourly average voltage 188.660799 and hourly average rotation 543.007269 and hourly average pressure 102.635009 and hourly average vibration 40.338986 .",1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1
344,2015-01-02 06:00:00,24,191.851905249344,446.400952215076,94.0191134772402,34.3469977561019,model1,20,True,There are some anomalies,2015-01-02,06:00:00,191.851905,446.400952,94.019113,34.346998,-0.11458159487458719,decrease,11.4582,504.169497303195,0.18200815036032603,increase,18.2008,-0.03535968892586947,decrease,3.536,198.884395610335,0.10239649475572528,increase,10.2396,-0.0816557225731305,decrease,8.1656,102.378939781358,0.19837908410941746,increase,19.8379,0.10107724819653756,increase,10.1077,31.1939946196864,-0.21020222930442894,decrease,21.0202,24.0,model1,20.0,"At at the time 06:00:00 in 2015-01-02, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage decrease about 3.536 percent  and hourly average rotation decrease about 11.4582 percent  and hourly average pressure decrease about 8.1656 percent  and hourly average vibration increase about 10.1077 percent .","At the time 06:00:00 in 2015-01-02, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 191.851905 and hourly average rotation 446.400952 and hourly average pressure 94.019113 and hourly average vibration 34.346998 .","At at the time 05:00:00 in 2015-01-02, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage increase about 10.2396 percent  and hourly average rotation increase about 18.2008 percent  and hourly average pressure increase about 19.8379 percent  and hourly average vibration decrease about 21.0202 percent .","At the time 05:00:00 in 2015-01-02, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 198.884396 and hourly average rotation 504.169497 and hourly average pressure 102.37894 and hourly average vibration 31.193995 .",1,0,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
1170,2015-01-02 06:00:00,81,194.69335849474,472.32001988696,102.525332088411,30.2863617094329,model4,1,True,There are some anomalies,2015-01-02,06:00:00,194.693358,472.32002,102.525332,30.286362,-0.09322206582443823,decrease,9.3222,520.877275555223,0.08526155421085514,increase,8.5262,0.042806839800543485,increase,4.2807,186.701267256723,-0.12908105579066348,decrease,12.9081,0.17553111565430635,increase,17.5531,87.2161789025422,-0.2871718825579723,decrease,28.7172,-0.22265979800324373,decrease,22.266,38.9615275675132,-0.041480305488311636,decrease,4.148,81.0,model4,1.0,"At at the time 06:00:00 in 2015-01-02, the machine which has machine ID 81 and model ID model4 and 1 age , has hourly average voltage increase about 4.2807 percent  and hourly average rotation decrease about 9.3222 percent  and hourly average pressure increase about 17.5531 percent  and hourly average vibration decrease about 22.266 percent .","At the time 06:00:00 in 2015-01-02, the machine which has machine ID 81 and model ID model4 and 1 age , has hourly average voltage 194.693358 and hourly average rotation 472.32002 and hourly average pressure 102.525332 and hourly average vibration 30.286362 .","At at the time 05:00:00 in 2015-01-02, the machine which has machine ID 81 and model ID model4 and 1 age , has hourly average voltage decrease about 12.9081 percent  and hourly average rotation increase about 8.5262 percent  and hourly average pressure decrease about 28.7172 percent  and hourly average vibration decrease about 4.148 percent .","At the time 05:00:00 in 2015-01-02, the machine which has machine ID 81 and model ID model4 and 1 age , has hourly average voltage 186.701267 and hourly average rotation 520.877276 and hourly average pressure 87.216179 and hourly average vibration 38.961528 .",1,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,1
1049,2015-01-02 06:00:00,73,164.192852264059,484.630223268439,132.3644740406,44.446666999746,model2,20,True,There are some anomalies,2015-01-02,06:00:00,164.192852,484.630223,132.364474,44.446667,0.37543317894597217,increase,37.5433,352.34734095903,-0.307030816749909,decrease,30.7031,-0.06847538977681647,decrease,6.8475,176.262495335169,-0.06997802656033966,decrease,6.9978,-0.08942674546644329,decrease,8.9427,145.363893988303,0.4951661625756126,increase,49.5166,0.21897476458871337,increase,21.8975,36.4623356372291,-0.20512529459704576,decrease,20.5125,73.0,model2,20.0,"At at the time 06:00:00 in 2015-01-02, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage decrease about 6.8475 percent  and hourly average rotation increase about 37.5433 percent  and hourly average pressure decrease about 8.9427 percent  and hourly average vibration increase about 21.8975 percent .","At the time 06:00:00 in 2015-01-02, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 164.192852 and hourly average rotation 484.630223 and hourly average pressure 132.364474 and hourly average vibration 44.446667 .","At at the time 05:00:00 in 2015-01-02, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage decrease about 6.9978 percent  and hourly average rotation decrease about 30.7031 percent  and hourly average pressure increase about 49.5166 percent  and hourly average vibration decrease about 20.5125 percent .","At the time 05:00:00 in 2015-01-02, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 176.262495 and hourly average rotation 352.347341 and hourly average pressure 145.363894 and hourly average vibration 36.462336 .",0,0,1,0,1,0,1,0,0,0,0,0,0,True,True,False,1
1069,2015-01-02 08:00:00,74,172.601332281088,438.234185963793,123.348980354262,29.4469828338825,model4,4,False,There is no anomaly,2015-01-02,08:00:00,172.601332,438.234186,123.34898,29.446983,-0.0324701880726429,decrease,3.247,452.941274327055,0.30934105595624667,increase,30.9341,0.020156007474933,increase,2.0156,169.191114904383,0.01574806115964712,increase,1.5748,0.41189022999308433,increase,41.189,87.364426592049,-0.10980779423395168,decrease,10.9808,-0.4346752174412394,decrease,43.4675,52.0886112591778,0.31317997839847384,increase,31.318,74.0,model4,4.0,"At at the time 08:00:00 in 2015-01-02, the machine which has machine ID 74 and model ID model4 and 4 age , has hourly average voltage increase about 2.0156 percent  and hourly average rotation decrease about 3.247 percent  and hourly average pressure increase about 41.189 percent  and hourly average vibration decrease about 43.4675 percent .","At the time 08:00:00 in 2015-01-02, the machine which has machine ID 74 and model ID model4 and 4 age , has hourly average voltage 172.601332 and hourly average rotation 438.234186 and hourly average pressure 123.34898 and hourly average vibration 29.446983 .","At at the time 07:00:00 in 2015-01-02, the machine which has machine ID 74 and model ID model4 and 4 age , has hourly average voltage increase about 1.5748 percent  and hourly average rotation increase about 30.9341 percent  and hourly average pressure decrease about 10.9808 percent  and hourly average vibration increase about 31.318 percent .","At the time 07:00:00 in 2015-01-02, the machine which has machine ID 74 and model ID model4 and 4 age , has hourly average voltage 169.191115 and hourly average rotation 452.941274 and hourly average pressure 87.364427 and hourly average vibration 52.088611 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
244,2015-01-02 19:00:00,18,152.888753031244,441.819254714548,105.302907064709,38.6869109507322,model3,15,False,There is no anomaly,2015-01-02,19:00:00,152.888753,441.819255,105.302907,38.686911,-0.03796583224983314,decrease,3.7966,459.255262989043,0.2992014769876579,increase,29.9201,-0.1259679175660377,decrease,12.5968,174.923502356443,0.011673697209089711,increase,1.1674,-0.06584203532177138,decrease,6.5842,112.724947007202,0.10863805740986607,increase,10.8638,-0.0935805011470739,decrease,9.3581,42.6810224180862,0.1605326198119839,increase,16.0533,18.0,model3,15.0,"At at the time 19:00:00 in 2015-01-02, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage decrease about 12.5968 percent  and hourly average rotation decrease about 3.7966 percent  and hourly average pressure decrease about 6.5842 percent  and hourly average vibration decrease about 9.3581 percent .","At the time 19:00:00 in 2015-01-02, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage 152.888753 and hourly average rotation 441.819255 and hourly average pressure 105.302907 and hourly average vibration 38.686911 .","At at the time 18:00:00 in 2015-01-02, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage increase about 1.1674 percent  and hourly average rotation increase about 29.9201 percent  and hourly average pressure increase about 10.8638 percent  and hourly average vibration increase about 16.0533 percent .","At the time 18:00:00 in 2015-01-02, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage 174.923502 and hourly average rotation 459.255263 and hourly average pressure 112.724947 and hourly average vibration 42.681022 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
